name,affiliation,departments,email,website,interests,title,year,venue
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,Precision measurement of the C (sp3)-H activation kinetic isotope effect in a ruthenium-centered olefin metathesis catalyst via differential 13C labeling,2017,"ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY 253, 2017"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,Ring Opening Metathesis Polymerization of a ciprofloxacin-conjugated copolymer for pulmonary intracellular antibiotic delivery,2017,"JOURNAL OF AEROSOL MEDICINE AND PULMONARY DRUG DELIVERY 30 (4), A4-A4, 2017"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,Origins of Small Proton Chemical Shift Differences in Monodeuterated Methyl Groups,2017,
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,How deuterium got its name: A detailed look at the Urey-Brickwedde correspondence,2016,"ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY 252, 2016"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,Probing very small chemical shift differences in diastereotopic X-CH2D groups,2016,"ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY 252, 2016"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,“Handbook of Metathesis” 2nd Edition,2016,"Johnson Matthey Technology Review 60 (4), 250, 2016"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,Structure and activity in cyclometallated Ru-based Z-selective metathesis catalysts,2015,
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,Cross Metathesis,2015,"Handbook of Metathesis, 2015"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,"Z-Selective Olefin Metathesis on Peptides: Investigation of Side-Chain Influence, Preorganization, and Guidelines in Substrate Selection",2014,
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,Carboxylate-Assisted C (sp3)–H Activation in Olefin Metathesis-Relevant Ruthenium Complexes,2014,
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,"Urey, deuterium, and the Rosenbergs",2013,"ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY 245, 2013"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,Synthetic efforts to modify the N-terminal phenylalanine residues in the antimicrobial peptide temporin-SHf,2013,"ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY 245, 2013"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,Stabilization of the alpha-helicity of temporin-SHf through a hydrogen bond surrogate,2013,"ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY 245, 2013"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,On the role of entropy and enthalpy in conformational kinetic isotope effects,2013,"ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY 245, 2013"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,Synthesis and structural analysis of the CC disulfide-mimetic derivative of malformin A1,2013,"ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY 245, 2013"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,Cross-metathesis synthesis of 2-(5-aminopentyl)-mannoside for use in surface plasmon resonance microarrays,2012,"ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY 243, 2012"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,1H and 13C NMR Assignments for the Cyanine Dyes SYBR Safe and Thiazole Orange,2012,
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,310-Helical Ladder Peptides Using Alkene Metathesis,2011,"Peptides: Building Bridges, 108-109, 2011"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,Synthesis of ruthenium-olefin complexes as models of olefin metathesis reaction intermediates,2007,
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,INOR 323-Model compounds of ruthenium-alkene intermediates in olefin metathesis reactions,2006,"ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY 232, 2006"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,ORGN 882-Ring-closing metathesis reactions in 310-helical peptides,2006,"ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY 232, 2006"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,Model compounds for olefin metathesis intermediates: Synthesis and characterization of ruthenium-olefin complexes,2006,
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,Kinetic resolution of 1-phenylethanol using a planar-chiral pyridine derivative and the enzyme subtilisin: An undergraduate exploration of asymmetric transformations,2005,"ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY 230, U760-U761, 2005"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,"Using SIMPLE NMR to detect intramolecular hydrogen bonding in 1, 6 diols",2005,"ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY 230, U835-U836, 2005"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,NMR methodology for OH/OH hydrogen bond detection: Networks and stereochemical assignments in polypropionate motifs,2005,"ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY 230, U3218-U3219, 2005"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,NMR in the chemistry curriculum at Pomona College: Elective and capstone experiences,2005,"ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY 230, U737-U738, 2005"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,Taming the elusive 3-10 helix: Synthesis and conformational analysis of olefinic heptapeptides,2004,"ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY 227, U636-U636, 2004"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,Synthesis and NMR analysis of intramolecular hydrogen bonding in inositol-based triols and tetrols,2004,"ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY 227, U630-U630, 2004"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,Conformational analysis of a covalently cross-linked Watson-Crick base pair model.,2003,"ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY 225, U386-U386, 2003"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,Taming the elusive 3 (10)-helix: Synthesis and conformational analysis of macrocyclic heptapeptides.,2003,"ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY 225, U413-U413, 2003"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,Taming the elusive 3 (10) helix: Synthesis and conformational analysis of macrocyclic heptapeptides.,2002,"ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY 224, U153-U154, 2002"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,Studies in Organic Synthesis and Conformational Analysis,2001,"NSF Award Number 0107745. Directorate for Mathematical and Physical Sciences …, 2001"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,Large-scale ring-closing metathesis synthesis of N-BOC-3-pyrroline.,2001,"ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY 221, U139-U139, 2001"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,NMR detection of intramolecular hydrogen bonds using isotopic perturbation techniques.,2001,"ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY 221, U141-U141, 2001"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,Synthetic approaches to N-substituted cage compounds for characterization by isotopic perturbation and NMR spectroscopy.,2001,"ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY 221, U153-U153, 2001"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,"Conformational analysis of alkylated biuret, triuret, and tetrauret: Evidence for helicity and helical inversion in isocyanate oligomers.",2001,"ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY 221, U177-U177, 2001"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,Celebrate chemistry,2001,"CHEMICAL & ENGINEERING NEWS 79 (13), 51-51, 2001"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,Selectivity in terminal olefin cross-metathesis reactions.,2000,"ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY 219, U341-U341, 2000"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,Isotopic perturbation of intramolecular hydrogen bonds.,2000,"ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY 219, U336-U337, 2000"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,Synthesis ano variable-temperature NMR studies of well-defined oligoisocyanates.,2000,"ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY 219, U354-U354, 2000"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,NMR conformational analysis of alkylated biuret and triuret: Evidence for helicity and helical inversion in oligoisocyanates.,2000,"ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY 219, U205-U205, 2000"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,Conformational analysis of a covalently tethered heptapeptide in solution determined by NMR spectroscopy and molecular modeling.,2000,"ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY 219, U328-U329, 2000"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,Microstructure of polyisocyanates in solution by NMR studies of well defined oligomers,2000,"American Chemical Society, Polymer Preprints, Division of Polymer Chemistry, 2000"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,in-Chief,2000,"Concepts in Magnetic Resonance 12 (1), II, 2000"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,NMR studies of solution microstructure of polyisocyanates using well defined oligomers.,1999,"ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY 217, U465-U465, 1999"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,Quantitative structure activity relationship analysis of hormone sensitive lipase using a series of 4-X-phenylcaproates,1999,"ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY 217, U383-U383, 1999"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,NMR detection of intramolecular hydrogen bonds using equilibrium isotope effects.,1998,"ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY 216, U564-U564, 1998"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,Synthesis and Conformational Analysis of Novel Carbohydrate and Polypeptide Structures,1997,"NSF Award Number 9703652. Directorate for Mathematical and Physical Sciences …, 1997"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,Chain Dynamics of Poly (Oxyethylene) Melts: Comparison of^ 13C NMR and Dielectric Relaxations as Determined from Simulations and Experiments,1997,"APS March Meeting Abstracts, C31. 11, 1997"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,"Preferred Conformation of C‐Glycosides. Part 13. A Comparison of the Conformational Behavior of Several C‐, N‐, and O‐Furanosides.",1995,"ChemInform 26 (20), no-no, 1995"
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,Chapman University Digita l Commons,0,
Daniel J. O'Leary,Pomona College,Chemistry,@pomona.edu,,chemistry,"Z-selective olefin metathesis on peptides: Investigation of side chain influence, preorganization, and guidelines in substrate selection",0,"amino acids 5, S13, 0"
Nicholas D. Ball,Associate Professor of Chemistry at Pomona College,Chemistry,@pomona.edu,http://www.theballlab.com/,S(VI) fluorides;SuFEx;Catalysis;inorganic chemistry;organometallic chemistry,Aryl−CF3 Bond-Forming Reductive Elimination from Palladium(IV),2010,"Journal of the American Chemical Society 132 (9), 2878-2879, 2010"
Nicholas D. Ball,Associate Professor of Chemistry at Pomona College,Chemistry,@pomona.edu,http://www.theballlab.com/,S(VI) fluorides;SuFEx;Catalysis;inorganic chemistry;organometallic chemistry,Synthesis and reactivity of a mono-σ-aryl palladium (IV) fluoride complex,2009,"Journal of the American Chemical Society 131 (11), 3796-3797, 2009"
Nicholas D. Ball,Associate Professor of Chemistry at Pomona College,Chemistry,@pomona.edu,http://www.theballlab.com/,S(VI) fluorides;SuFEx;Catalysis;inorganic chemistry;organometallic chemistry,Oxidation of a Cyclometalated Pd(II) Dimer with “CF3+”: Formation and Reactivity of a Catalytically Competent Monomeric Pd(IV) Aquo Complex,2010,"Journal of the American Chemical Society 132 (41), 14682-14687, 2010"
Nicholas D. Ball,Associate Professor of Chemistry at Pomona College,Chemistry,@pomona.edu,http://www.theballlab.com/,S(VI) fluorides;SuFEx;Catalysis;inorganic chemistry;organometallic chemistry,Mechanistic and Computational Studies of Oxidatively-Induced Aryl−CF3 Bond-Formation at Pd: Rational Design of Room Temperature Aryl Trifluoromethylation,2011,"Journal of the American Chemical Society 133 (19), 7577-7584, 2011"
Nicholas D. Ball,Associate Professor of Chemistry at Pomona College,Chemistry,@pomona.edu,http://www.theballlab.com/,S(VI) fluorides;SuFEx;Catalysis;inorganic chemistry;organometallic chemistry,Pd-Catalyzed Conversion of Aryl Iodides to Sulfonyl Fluorides Using SO2 Surrogate DABSO and Selectfluor,2017,"The Journal of organic chemistry 82 (4), 2294-2299, 2017"
Nicholas D. Ball,Associate Professor of Chemistry at Pomona College,Chemistry,@pomona.edu,http://www.theballlab.com/,S(VI) fluorides;SuFEx;Catalysis;inorganic chemistry;organometallic chemistry,C–H bond activation at palladium (IV) centers,2011,"Journal of the American Chemical Society 133 (45), 18022-18025, 2011"
Nicholas D. Ball,Associate Professor of Chemistry at Pomona College,Chemistry,@pomona.edu,http://www.theballlab.com/,S(VI) fluorides;SuFEx;Catalysis;inorganic chemistry;organometallic chemistry,The emerging applications of sulfur (VI) fluorides in catalysis,2021,"ACS catalysis 11 (11), 6578-6589, 2021"
Nicholas D. Ball,Associate Professor of Chemistry at Pomona College,Chemistry,@pomona.edu,http://www.theballlab.com/,S(VI) fluorides;SuFEx;Catalysis;inorganic chemistry;organometallic chemistry,"SuFEx Activation with Ca(NTf2)2: A Unified Strategy to Access Sulfamides, Sulfamates, and Sulfonamides from S(VI) Fluorides",2020,"Organic letters 22 (11), 4389-4394, 2020"
Nicholas D. Ball,Associate Professor of Chemistry at Pomona College,Chemistry,@pomona.edu,http://www.theballlab.com/,S(VI) fluorides;SuFEx;Catalysis;inorganic chemistry;organometallic chemistry,Sulfonamide synthesis via calcium triflimide activation of sulfonyl fluorides,2018,"Organic letters 20 (13), 3943-3947, 2018"
Nicholas D. Ball,Associate Professor of Chemistry at Pomona College,Chemistry,@pomona.edu,http://www.theballlab.com/,S(VI) fluorides;SuFEx;Catalysis;inorganic chemistry;organometallic chemistry,One-pot fluorosulfurylation of Grignard reagents using sulfuryl fluoride,2019,"Chemical Communications 55 (98), 14753-14756, 2019"
Nicholas D. Ball,Associate Professor of Chemistry at Pomona College,Chemistry,@pomona.edu,http://www.theballlab.com/,S(VI) fluorides;SuFEx;Catalysis;inorganic chemistry;organometallic chemistry,Sulfur (VI) fluorides as tools in biomolecular and medicinal chemistry,2023,"Organic & biomolecular chemistry 21 (7), 1356-1372, 2023"
Nicholas D. Ball,Associate Professor of Chemistry at Pomona College,Chemistry,@pomona.edu,http://www.theballlab.com/,S(VI) fluorides;SuFEx;Catalysis;inorganic chemistry;organometallic chemistry,Synthesis and reactivity of palladium (II) fluoride complexes containing nitrogen-donor ligands,2010,"Dalton Transactions 39 (2), 632-640, 2010"
Nicholas D. Ball,Associate Professor of Chemistry at Pomona College,Chemistry,@pomona.edu,http://www.theballlab.com/,S(VI) fluorides;SuFEx;Catalysis;inorganic chemistry;organometallic chemistry,Facile synthesis of sulfonyl fluorides from sulfonic acids,2023,"Chemical Communications 59 (5), 555-558, 2023"
Nicholas D. Ball,Associate Professor of Chemistry at Pomona College,Chemistry,@pomona.edu,http://www.theballlab.com/,S(VI) fluorides;SuFEx;Catalysis;inorganic chemistry;organometallic chemistry,Calcium bistriflimide-mediated sulfur (VI)–fluoride exchange (SuFEx): mechanistic insights toward instigating catalysis,2022,"Inorganic chemistry 61 (25), 9746-9755, 2022"
Nicholas D. Ball,Associate Professor of Chemistry at Pomona College,Chemistry,@pomona.edu,http://www.theballlab.com/,S(VI) fluorides;SuFEx;Catalysis;inorganic chemistry;organometallic chemistry,Properties and Applications of Sulfur (VI) Fluorides,2020,"Emerging Fluorinated Motifs: Synthesis, Properties, and Applications 2, 621-674, 2020"
Nicholas D. Ball,Associate Professor of Chemistry at Pomona College,Chemistry,@pomona.edu,http://www.theballlab.com/,S(VI) fluorides;SuFEx;Catalysis;inorganic chemistry;organometallic chemistry,Poison to promise: The resurgence of organophosphorus fluoride chemistry,2024,"Chem 10 (6), 1644-1654, 2024"
Nicholas D. Ball,Associate Professor of Chemistry at Pomona College,Chemistry,@pomona.edu,http://www.theballlab.com/,S(VI) fluorides;SuFEx;Catalysis;inorganic chemistry;organometallic chemistry,Synthesis of 2-arylpyridines by the Suzuki–Miyaura cross-coupling of PyFluor with hetero (aryl) boronic acids and esters,2023,"Canadian journal of chemistry 101 (10), 765-772, 2023"
Nicholas D. Ball,Associate Professor of Chemistry at Pomona College,Chemistry,@pomona.edu,http://www.theballlab.com/,S(VI) fluorides;SuFEx;Catalysis;inorganic chemistry;organometallic chemistry,Lewis acid-catalyzed sulfur fluoride exchange,2024,"Organic Letters 26 (46), 9897-9902, 2024"
Nicholas D. Ball,Associate Professor of Chemistry at Pomona College,Chemistry,@pomona.edu,http://www.theballlab.com/,S(VI) fluorides;SuFEx;Catalysis;inorganic chemistry;organometallic chemistry,Conducting research at primarily undergraduate institutions,2023,"Cell Reports Physical Science 4 (2), 2023"
Nicholas D. Ball,Associate Professor of Chemistry at Pomona College,Chemistry,@pomona.edu,http://www.theballlab.com/,S(VI) fluorides;SuFEx;Catalysis;inorganic chemistry;organometallic chemistry,Sulfur fluoride exchange with carbon pronucleophiles,2025,"Chemical Science 16 (35), 16063-16069, 2025"
Nicholas D. Ball,Associate Professor of Chemistry at Pomona College,Chemistry,@pomona.edu,http://www.theballlab.com/,S(VI) fluorides;SuFEx;Catalysis;inorganic chemistry;organometallic chemistry,Sulfondiimidamides unlocked as new S (VI) hubs for synthesis and drug discovery,2022,"Chem 8 (4), 907-909, 2022"
Nicholas D. Ball,Associate Professor of Chemistry at Pomona College,Chemistry,@pomona.edu,http://www.theballlab.com/,S(VI) fluorides;SuFEx;Catalysis;inorganic chemistry;organometallic chemistry,Flash Communication: Sulfonyl Fluoride Activation via S–F and C–S Bond Cleavage by a Ni(0) Bis-Bidentate N-Heterocyclic Carbene Complex,2025,"Organometallics 44 (17), 1865-1869, 2025"
Nicholas D. Ball,Associate Professor of Chemistry at Pomona College,Chemistry,@pomona.edu,http://www.theballlab.com/,S(VI) fluorides;SuFEx;Catalysis;inorganic chemistry;organometallic chemistry,Cis versus Trans CF Activation of Hexafluorobenzene with N-heterocyclic Carbene Ni (0) Complexes,2025,"ChemRxiv 2025 (0701), 2025"
Nicholas D. Ball,Associate Professor of Chemistry at Pomona College,Chemistry,@pomona.edu,http://www.theballlab.com/,S(VI) fluorides;SuFEx;Catalysis;inorganic chemistry;organometallic chemistry,[4‐(Acetylamino) phenyl] imidodisulfuryl Difluoride,2021,"Encyclopedia of Reagents for Organic Synthesis, 1-3, 2021"
Nicholas D. Ball,Associate Professor of Chemistry at Pomona College,Chemistry,@pomona.edu,http://www.theballlab.com/,S(VI) fluorides;SuFEx;Catalysis;inorganic chemistry;organometallic chemistry,Synthesis and Reactivity of Palladium Trifluorides and Fluorides Towards Aryl Carbon-Trifluoromethyl and Carbon-Fluorine Bond Formation,2011,"University of Michigan, 2011"
Charles J Taylor,"Professor of Chemistry, Pomona College",Chemistry,@pomona.edu,,Analytical Chemistry;Chemical Sensors;Materials Chemistry;Volatile Biomarkers,A monolithic CMOS microhotplate-based gas sensor system,2003,"IEEE Sensors Journal 2 (6), 644-655, 2003"
Charles J Taylor,"Professor of Chemistry, Pomona College",Chemistry,@pomona.edu,,Analytical Chemistry;Chemical Sensors;Materials Chemistry;Volatile Biomarkers,Does chemistry really matter in the chemical vapor deposition of titanium dioxide? Precursor and kinetic effects on the microstructure of polycrystalline films,1999,"Journal of the American Chemical Society 121 (22), 5220-5229, 1999"
Charles J Taylor,"Professor of Chemistry, Pomona College",Chemistry,@pomona.edu,,Analytical Chemistry;Chemical Sensors;Materials Chemistry;Volatile Biomarkers,Low Temperature CVD of Crystalline Titanium Dioxide Films Using Tetranitratotitanium(IV,1998,"Chemical Vapor Deposition 4 (1), 9-11, 1998"
Charles J Taylor,"Professor of Chemistry, Pomona College",Chemistry,@pomona.edu,,Analytical Chemistry;Chemical Sensors;Materials Chemistry;Volatile Biomarkers,Identification of attractive odorants released by preferred bacterial food found in the natural habitats of C. elegans,2018,"PloS one 13 (7), e0201158, 2018"
Charles J Taylor,"Professor of Chemistry, Pomona College",Chemistry,@pomona.edu,,Analytical Chemistry;Chemical Sensors;Materials Chemistry;Volatile Biomarkers,Group IVB metal oxides high permittivity gate insulators deposited from anhydrous metal nitrates,2001,"IEEE Transactions on Electron Devices 48 (10), 2348-2356, 2001"
Charles J Taylor,"Professor of Chemistry, Pomona College",Chemistry,@pomona.edu,,Analytical Chemistry;Chemical Sensors;Materials Chemistry;Volatile Biomarkers,Use of microhotplate arrays as microdeposition substrates for materials exploration,2002,"Chemistry of materials 14 (4), 1671-1677, 2002"
Charles J Taylor,"Professor of Chemistry, Pomona College",Chemistry,@pomona.edu,,Analytical Chemistry;Chemical Sensors;Materials Chemistry;Volatile Biomarkers,Low Temperature Chemical Vapor Deposition of  ZrO2 on Si(100) Using Anhydrous Zirconium (IV) Nitrate,2000,"Journal of the Electrochemical Society 147 (9), 3472-3476, 2000"
Charles J Taylor,"Professor of Chemistry, Pomona College",Chemistry,@pomona.edu,,Analytical Chemistry;Chemical Sensors;Materials Chemistry;Volatile Biomarkers,Computational methods for sensor material selection,2010,"Springer US, 2010"
Charles J Taylor,"Professor of Chemistry, Pomona College",Chemistry,@pomona.edu,,Analytical Chemistry;Chemical Sensors;Materials Chemistry;Volatile Biomarkers,Featured article: use of microhotplates in the controlled growth and characterization of metal oxides for chemical sensing,2002,"Journal of Electroceramics 9 (3), 155-164, 2002"
Charles J Taylor,"Professor of Chemistry, Pomona College",Chemistry,@pomona.edu,,Analytical Chemistry;Chemical Sensors;Materials Chemistry;Volatile Biomarkers,Identification of Odor Blend Used by Caenorhabditis elegans for Pathogen Recognition,2018,"Chemical senses 43 (3), 169-180, 2018"
Charles J Taylor,"Professor of Chemistry, Pomona College",Chemistry,@pomona.edu,,Analytical Chemistry;Chemical Sensors;Materials Chemistry;Volatile Biomarkers,Chemical warfare agent detection using MEMS-compatible microsensor arrays,2005,"IEEE Sensors Journal 5 (4), 712-725, 2005"
Charles J Taylor,"Professor of Chemistry, Pomona College",Chemistry,@pomona.edu,,Analytical Chemistry;Chemical Sensors;Materials Chemistry;Volatile Biomarkers,Correlating polymer-carbon composite sensor response with molecular descriptors,2006,"Journal of the Electrochemical Society 153 (11), H209-H216, 2006"
Charles J Taylor,"Professor of Chemistry, Pomona College",Chemistry,@pomona.edu,,Analytical Chemistry;Chemical Sensors;Materials Chemistry;Volatile Biomarkers,The nematode worm C. elegans chooses between bacterial foods as if maximizing economic utility,2023,"Elife 12, e69779, 2023"
Charles J Taylor,"Professor of Chemistry, Pomona College",Chemistry,@pomona.edu,,Analytical Chemistry;Chemical Sensors;Materials Chemistry;Volatile Biomarkers,Raman system for sensitive and selective identification of volatile organic compounds,2015,"Sensors and Actuators B: Chemical 220, 491-499, 2015"
Charles J Taylor,"Professor of Chemistry, Pomona College",Chemistry,@pomona.edu,,Analytical Chemistry;Chemical Sensors;Materials Chemistry;Volatile Biomarkers,Expanding the capabilities of the JPL electronic nose for an international space station technology demonstration,2006,"SAE Technical Paper, 2006"
Charles J Taylor,"Professor of Chemistry, Pomona College",Chemistry,@pomona.edu,,Analytical Chemistry;Chemical Sensors;Materials Chemistry;Volatile Biomarkers,Observation of Precursor Control over Film Stoichiometry during the Chemical Vapor Deposition of Amorphous TixSi1-xO2 Films,2000,"Chemistry of materials 12 (10), 2822-2824, 2000"
Charles J Taylor,"Professor of Chemistry, Pomona College",Chemistry,@pomona.edu,,Analytical Chemistry;Chemical Sensors;Materials Chemistry;Volatile Biomarkers,Chemical basis of microbiome preference in the nematode C. elegans,2024,"Scientific Reports 14 (1), 1350, 2024"
Charles J Taylor,"Professor of Chemistry, Pomona College",Chemistry,@pomona.edu,,Analytical Chemistry;Chemical Sensors;Materials Chemistry;Volatile Biomarkers,A microarray approach for optimizing localized deposition of carbon nanotubes using microhotplate arrays,2004,"Nanotechnology 15 (1), 62-65, 2004"
Charles J Taylor,"Professor of Chemistry, Pomona College",Chemistry,@pomona.edu,,Analytical Chemistry;Chemical Sensors;Materials Chemistry;Volatile Biomarkers,Microstructure of Al contacts on GaAs,1997,"Applied physics letters 71 (21), 3090-3092, 1997"
Charles J Taylor,"Professor of Chemistry, Pomona College",Chemistry,@pomona.edu,,Analytical Chemistry;Chemical Sensors;Materials Chemistry;Volatile Biomarkers,A Tale of Two Precursors: UHV-CVD of TiO2 From Titanium Nitrate and Titanium Isopropoxide,1999,"MRS Online Proceedings Library (OPL) 567, 349, 1999"
Charles J Taylor,"Professor of Chemistry, Pomona College",Chemistry,@pomona.edu,,Analytical Chemistry;Chemical Sensors;Materials Chemistry;Volatile Biomarkers,"E. White V, S. Semancik, MW Ellzy, KB Sumpter, Chemical warfare agent detection using MEMS-compatible microsensor arrays",2005,"IEEE Sensors J 5, 712-725, 2005"
Charles J Taylor,"Professor of Chemistry, Pomona College",Chemistry,@pomona.edu,,Analytical Chemistry;Chemical Sensors;Materials Chemistry;Volatile Biomarkers,The physiology of Venezillo arizonicus: water balance and the cuticular water barrier,2020,"Journal of insect physiology 120, 103991, 2020"
Charles J Taylor,"Professor of Chemistry, Pomona College",Chemistry,@pomona.edu,,Analytical Chemistry;Chemical Sensors;Materials Chemistry;Volatile Biomarkers,Space applications of micro hot plate chemical sensors,2006,"IMCS The 11th International Meeting on Chemical Sensors, 2006"
Charles J Taylor,"Professor of Chemistry, Pomona College",Chemistry,@pomona.edu,,Analytical Chemistry;Chemical Sensors;Materials Chemistry;Volatile Biomarkers,Developing sensor activity relationships for the JPL electronic nose sensors using molecular modeling and QSAR techniques,2005,"SENSORS, 2005 IEEE, 4 pp., 2005"
Charles J Taylor,"Professor of Chemistry, Pomona College",Chemistry,@pomona.edu,,Analytical Chemistry;Chemical Sensors;Materials Chemistry;Volatile Biomarkers,Sensor System,2002,"IEEE Sensors Journal 2 (6), 2002"
Charles J Taylor,"Professor of Chemistry, Pomona College",Chemistry,@pomona.edu,,Analytical Chemistry;Chemical Sensors;Materials Chemistry;Volatile Biomarkers,Gate Stack and Silicide Issues in Silicon Processing II,2001,"Materials Research Society Symposia Proceedings, K4, 2001"
